text,label
передай задачу сделать отчет другому,TASK_UPDATE
важно {},AMBIGUOUS
покажи выполненные задачи,TASK_QUERY
"было бы хорошо подготовить презентацию до 2026-04-07T12:14:58Z, приоритет низкий, проект ДЗ, описание: сделать отчет по лабораторной",TASK_CREATE
который час,UNKNOWN
покажи выполненные задачи,TASK_QUERY
покажи задачу {},TASK_QUERY
включи музыку,UNKNOWN
посмотри прогресс по задачам,TASK_QUERY
передай задачу сделать отчет другому,TASK_UPDATE
что мне нужно сделать,TASK_QUERY
займись этим {},AMBIGUOUS
незавершённые задачи,TASK_QUERY
обнови закончить лабораторную,TASK_UPDATE
срочно {},AMBIGUOUS
поставь в очередь подготовить презентацию,TASK_CREATE
измени срок закончить лабораторную задачи,TASK_UPDATE
покажи новости за сегодня,UNKNOWN
непонятная команда с задачей,AMBIGUOUS
задачи назначенные на меня,TASK_QUERY
задачи с высоким приоритетом,TASK_QUERY
что нового в мире,UNKNOWN
расскажи анекдот,UNKNOWN
напиши письмо {},UNKNOWN
разберись с задачей {},AMBIGUOUS
добавь в бэклог закончить лабораторную,TASK_CREATE
поставь в приоритет сделать отчет,TASK_CREATE
